Case_ID,Case_Type,Priority,Received_Date,Start_Time,End_Time,Agent_ID,Agent_Name,Department,Status,SLA_Target_Hours,Country
CASE-105674,AML Review,High,2025-11-03,2025-11-03 04:20:24,2025-11-04 22:31:58,AGT0085,Omar Morgan,AML Operations,Closed,90,Brazil
CASE-105675,AML Review,Low,2025-09-02,2025-09-02 15:46:25,2025-09-03 06:14:47,AGT0025,Benjamin James,AML Operations,Closed,40,United States
CASE-105676,Fraud Alert,Medium,2026-03-26,2026-03-26 02:00:22,2026-03-26 09:48:27,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,India
CASE-105677,AML Review,Medium,2025-12-03,2025-12-03 07:07:45,,AGT0013,Sharon Richardson,AML Operations,Pending,60,Australia
CASE-105678,AML Review,Medium,2026-07-02,2026-07-03 00:47:09,2026-07-03 20:45:47,AGT0070,Christopher Lee,AML Operations,Closed,60,United Kingdom
CASE-105679,Fraud Alert,Medium,2026-02-27,2026-02-27 11:57:07,2026-02-28 19:34:16,AGT0038,Timothy Peterson,Fraud Operations,Closed,40,India
CASE-105680,KYC Review,Medium,2026-01-25,2026-01-25 09:40:04,,AGT0093,Sarah Gomez,KYC Operations,Open,50,United States
CASE-105681,Fraud Alert,Medium,2025-12-18,2025-12-18 11:38:49,2025-12-18 22:41:18,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,United Arab Emirates
CASE-105682,AML Review,Low,2026-07-13,2026-07-13 21:06:45,,AGT0052,George Gutierrez,AML Operations,Pending,40,United States
CASE-105683,KYC Review,Low,2025-09-01,2025-09-01 05:40:45,2025-09-01 20:28:15,AGT0093,Sarah Gomez,KYC Operations,Closed,32,Germany
CASE-105684,Fraud Alert,Low,2025-07-25,2025-07-25 12:26:42,2025-07-26 04:23:50,AGT0083,Margaret Howard,Fraud Operations,Closed,30,South Africa
CASE-105685,Fraud Alert,Low,2025-12-09,2025-12-09 08:29:42,2025-12-09 18:45:53,AGT0065,Samuel Reyes,Fraud Operations,Closed,30,Australia
CASE-105686,AML Review,Medium,2026-03-12,2026-03-12 15:04:37,,AGT0055,Thomas Wright,AML Operations,Pending,60,Singapore
CASE-105687,Fraud Alert,Medium,2026-04-23,2026-04-23 17:30:43,2026-04-24 09:44:32,AGT0035,Justin Martinez,Fraud Operations,Closed,40,Australia
CASE-105688,AML Review,Medium,2026-03-27,2026-03-27 23:30:59,2026-03-28 17:03:42,AGT0052,George Gutierrez,AML Operations,Closed,60,Singapore
CASE-105689,AML Review,High,2025-09-04,2025-09-04 15:54:04,2025-09-06 03:40:05,AGT0052,George Gutierrez,AML Operations,Closed,90,United States
CASE-105690,Fraud Alert,Medium,2026-01-20,2026-01-20 08:10:19,,AGT0047,Kathleen Myers,Fraud Operations,Pending,40,United Arab Emirates
CASE-105691,KYC Review,Medium,2025-10-28,2025-10-28 20:01:55,2025-10-29 15:35:09,AGT0027,Katherine Brown,KYC Operations,Closed,50,Mexico
CASE-105692,KYC Review,Medium,2025-08-02,2025-08-03 00:00:50,2025-08-04 11:51:08,AGT0028,Anthony Gray,KYC Operations,Closed,50,United States
CASE-105693,AML Review,Medium,2025-09-06,2025-09-06 03:24:24,2025-09-06 11:32:07,AGT0082,Sandra Diaz,AML Operations,Closed,60,France
CASE-105694,KYC Review,Low,2026-01-15,2026-01-15 06:06:59,2026-01-15 11:11:00,AGT0063,Michael Morales,KYC Operations,Closed,32,United Arab Emirates
CASE-105695,Fraud Alert,Medium,2026-07-12,2026-07-12 19:55:52,2026-07-13 15:05:58,AGT0026,Deborah Long,Fraud Operations,Closed,40,Canada
CASE-105696,Fraud Alert,Medium,2026-06-12,2026-06-12 14:28:54,2026-06-13 10:02:08,AGT0038,Timothy Peterson,Fraud Operations,Closed,40,United States
CASE-105697,AML Review,High,2026-02-08,2026-02-08 18:43:45,2026-02-10 05:47:05,AGT0010,Brandon Evans,AML Operations,Closed,90,United States
CASE-105698,AML Review,Low,2026-04-12,2026-04-12 17:04:16,2026-04-13 00:42:39,AGT0028,Anthony Gray,AML Operations,Closed,40,United States
CASE-105699,AML Review,Low,2025-10-29,2025-10-30 02:05:03,,AGT0073,Laura Miller,AML Operations,Open,40,Canada
CASE-105700,AML Review,Medium,2026-05-20,2026-05-20 04:45:32,2026-05-23 03:14:54,AGT0046,Eric Hernandez,AML Operations,Closed,60,United States
CASE-105701,AML Review,Low,2025-11-17,2025-11-18 00:28:27,2025-11-18 12:33:27,AGT0001,Kevin Edwards,AML Operations,Closed,40,Australia
CASE-105702,Fraud Alert,Low,2026-04-03,2026-04-04 00:16:57,,AGT0075,Rebecca Sanders,Fraud Operations,Pending,30,United States
CASE-105703,AML Review,Medium,2026-02-07,2026-02-07 12:39:26,,AGT0022,Nancy Patel,AML Operations,Pending,60,United States
CASE-105704,Fraud Alert,High,2025-11-02,2025-11-02 01:52:10,2025-11-02 23:24:51,AGT0026,Deborah Long,Fraud Operations,Closed,48,Canada
CASE-105705,KYC Review,Low,2025-10-28,2025-10-28 00:17:07,,AGT0009,Jessica Sanchez,KYC Operations,Pending,32,Australia
CASE-105706,AML Review,Medium,2025-08-01,2025-08-01 16:45:59,2025-08-02 06:15:02,AGT0061,Matthew Parker,AML Operations,Closed,60,South Africa
CASE-105707,KYC Review,Low,2026-02-21,2026-02-21 03:02:45,2026-02-21 07:00:05,AGT0027,Katherine Brown,KYC Operations,Closed,32,India
CASE-105708,Fraud Alert,Medium,2026-03-18,2026-03-18 06:43:26,2026-03-18 20:51:07,AGT0034,Amy White,Fraud Operations,Closed,40,Singapore
CASE-105709,AML Review,Medium,2025-09-11,2025-09-12 04:08:12,2025-09-12 17:47:55,AGT0004,Elizabeth Wilson,AML Operations,Closed,60,Brazil
CASE-105710,AML Review,High,2025-09-21,2025-09-21 23:00:06,2025-09-23 04:04:47,AGT0070,Christopher Lee,AML Operations,Closed,90,United Kingdom
CASE-105711,Fraud Alert,Medium,2026-04-03,2026-04-03 22:43:25,2026-04-05 08:51:06,AGT0005,Shirley Morris,Fraud Operations,Closed,40,United Kingdom
CASE-105712,KYC Review,Medium,2026-01-14,2026-01-14 08:01:39,2026-01-15 04:46:08,AGT0006,Ronald Harris,KYC Operations,Closed,50,Australia
CASE-105713,KYC Review,Medium,2025-08-09,2025-08-10 06:13:29,2025-08-11 11:21:05,AGT0066,Karen Carter,KYC Operations,Closed,50,Brazil
CASE-105714,Fraud Alert,Low,2025-12-30,2025-12-31 01:47:15,2025-12-31 07:57:38,AGT0026,Deborah Long,Fraud Operations,Closed,30,United States
CASE-105715,AML Review,Medium,2025-12-21,2025-12-21 08:35:44,2025-12-22 04:40:17,AGT0049,Linda Cruz,AML Operations,Closed,60,Canada
CASE-105716,KYC Review,Low,2025-08-21,2025-08-21 14:47:17,2025-08-22 11:26:02,AGT0075,Rebecca Sanders,KYC Operations,Closed,32,United States
CASE-105717,Fraud Alert,Medium,2025-10-02,2025-10-02 12:32:36,2025-10-03 08:38:38,AGT0017,Edward Cooper,Fraud Operations,Closed,40,United Arab Emirates
CASE-105718,AML Review,Medium,2025-10-10,2025-10-10 10:19:01,,AGT0016,Amanda Jones,AML Operations,Pending,60,United States
CASE-105719,Fraud Alert,Medium,2026-02-19,2026-02-19 05:45:37,2026-02-20 00:50:01,AGT0011,Brenda Bennett,Fraud Operations,Closed,40,Brazil
CASE-105720,KYC Review,Medium,2026-01-26,2026-01-26 07:47:47,2026-01-26 20:14:09,AGT0062,Jennifer Scott,KYC Operations,Closed,50,India
CASE-105721,Fraud Alert,Medium,2025-12-24,2025-12-24 18:39:06,2025-12-25 18:21:00,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,United States
CASE-105722,Fraud Alert,Medium,2025-12-16,2025-12-16 12:10:04,2025-12-17 17:49:37,AGT0080,Nicole Phillips,Fraud Operations,Closed,40,United States
CASE-105723,AML Review,Medium,2025-09-09,2025-09-09 06:37:23,2025-09-10 00:12:59,AGT0094,Mark Murphy,AML Operations,Closed,60,Philippines
CASE-105724,KYC Review,High,2026-05-28,2026-05-29 02:44:15,2026-06-01 18:01:19,AGT0040,Richard Castillo,KYC Operations,Closed,75,India
CASE-105725,Fraud Alert,Low,2026-01-25,2026-01-25 05:12:11,2026-01-25 17:34:28,AGT0077,Betty Mendoza,Fraud Operations,Closed,30,Canada
CASE-105726,KYC Review,Low,2025-12-06,2025-12-06 12:17:39,,AGT0063,Michael Morales,KYC Operations,Open,32,Germany
CASE-105727,KYC Review,Medium,2025-09-25,2025-09-25 06:43:55,2025-09-25 21:52:07,AGT0057,Ryan Davis,KYC Operations,Closed,50,Canada
CASE-105728,Fraud Alert,Low,2026-05-18,2026-05-18 13:56:34,2026-05-19 01:04:59,AGT0038,Timothy Peterson,Fraud Operations,Closed,30,United Arab Emirates
CASE-105729,Fraud Alert,Medium,2025-12-12,2025-12-12 14:08:39,2025-12-12 22:44:03,AGT0050,Paul Perez,Fraud Operations,Closed,40,India
CASE-105730,Fraud Alert,Medium,2026-05-01,2026-05-01 22:40:54,,AGT0074,Carlos Lopez,Fraud Operations,Pending,40,India
CASE-105731,AML Review,Low,2025-09-02,2025-09-02 21:27:36,2025-09-03 07:00:30,AGT0058,Jonathan Ward,AML Operations,Closed,40,United States
CASE-105732,AML Review,Low,2026-07-12,2026-07-12 20:42:02,2026-07-13 01:50:26,AGT0072,Diego Anderson,AML Operations,Closed,40,India
CASE-105733,Fraud Alert,Medium,2026-05-02,2026-05-03 01:37:24,,AGT0083,Margaret Howard,Fraud Operations,Pending,40,Singapore
CASE-105734,AML Review,Medium,2026-02-15,2026-02-15 08:39:04,2026-02-16 08:23:46,AGT0070,Christopher Lee,AML Operations,Closed,60,Canada
CASE-105735,AML Review,Low,2026-02-24,2026-02-24 09:45:44,2026-02-24 19:51:41,AGT0079,Raj Campbell,AML Operations,Closed,40,United States
CASE-105736,Fraud Alert,High,2025-12-08,2025-12-08 02:52:27,2025-12-08 23:51:12,AGT0029,Mei Thomas,Fraud Operations,Closed,48,United States
CASE-105737,Fraud Alert,Medium,2025-09-10,2025-09-10 21:52:58,2025-09-11 08:20:22,AGT0098,Patricia Alvarez,Fraud Operations,Closed,40,Japan
CASE-105738,Fraud Alert,High,2026-03-25,2026-03-25 05:44:33,2026-03-27 04:12:09,AGT0092,Susan Chavez,Fraud Operations,Closed,48,India
CASE-105739,Fraud Alert,Medium,2026-01-24,2026-01-24 16:13:26,,AGT0008,Stephen Hill,Fraud Operations,Open,40,India
CASE-105740,KYC Review,Low,2025-12-06,2025-12-06 08:27:11,2025-12-06 16:15:03,AGT0003,Ivan Garcia,KYC Operations,Closed,32,United States
CASE-105741,Fraud Alert,Medium,2026-05-07,2026-05-07 14:52:26,2026-05-08 03:08:11,AGT0077,Betty Mendoza,Fraud Operations,Closed,40,United States
CASE-105742,AML Review,Medium,2025-10-18,2025-10-18 08:05:29,2025-10-19 05:11:08,AGT0064,Angela Allen,AML Operations,Closed,60,India
CASE-105743,AML Review,High,2026-05-11,2026-05-11 04:10:50,2026-05-14 06:27:32,AGT0022,Nancy Patel,AML Operations,Closed,90,Singapore
CASE-105744,Fraud Alert,Medium,2025-08-01,2025-08-01 17:59:49,2025-08-03 03:07:10,AGT0023,Steven Johnson,Fraud Operations,Closed,40,India
CASE-105745,KYC Review,Low,2026-07-21,2026-07-21 04:54:46,2026-07-21 11:18:45,AGT0006,Ronald Harris,KYC Operations,Closed,32,United States
CASE-105746,KYC Review,Low,2026-07-08,2026-07-09 03:06:33,2026-07-09 15:40:58,AGT0024,Aisha Turner,KYC Operations,Closed,32,United Kingdom
CASE-105747,KYC Review,High,2026-02-17,2026-02-17 05:20:13,2026-02-19 10:13:53,AGT0039,Priya Foster,KYC Operations,Closed,75,Brazil
CASE-105748,Fraud Alert,Medium,2025-12-10,2025-12-10 23:22:09,2025-12-11 19:18:43,AGT0029,Mei Thomas,Fraud Operations,Closed,40,United Kingdom
CASE-105749,AML Review,Medium,2025-10-28,2025-10-28 23:53:45,2025-10-29 21:45:02,AGT0052,George Gutierrez,AML Operations,Closed,60,India
CASE-105750,AML Review,Medium,2025-08-23,2025-08-23 18:16:28,2025-08-25 03:37:16,AGT0061,Matthew Parker,AML Operations,Closed,60,United Kingdom
CASE-105751,KYC Review,Medium,2026-06-30,2026-06-30 14:50:43,,AGT0030,Kimberly Torres,KYC Operations,Pending,50,France
CASE-105752,KYC Review,Medium,2026-04-20,2026-04-20 11:14:36,2026-04-21 01:39:16,AGT0090,Helen Jackson,KYC Operations,Closed,50,Singapore
CASE-105753,AML Review,Medium,2026-02-16,2026-02-16 22:31:45,2026-02-17 12:35:24,AGT0004,Elizabeth Wilson,AML Operations,Closed,60,United States
CASE-105754,Fraud Alert,Low,2026-05-16,2026-05-16 10:42:32,2026-05-17 04:51:11,AGT0071,James Martin,Fraud Operations,Closed,30,United States
CASE-105755,KYC Review,Medium,2026-06-04,2026-06-04 05:39:07,2026-06-04 17:51:38,AGT0066,Karen Carter,KYC Operations,Closed,50,Mexico
CASE-105756,Fraud Alert,Medium,2025-12-01,2025-12-02 00:15:57,2025-12-02 11:21:08,AGT0056,Joshua Price,Fraud Operations,Closed,40,Singapore
CASE-105757,KYC Review,Low,2025-07-24,2025-07-24 05:32:38,,AGT0075,Rebecca Sanders,KYC Operations,Open,32,Brazil
CASE-105758,AML Review,Medium,2025-10-29,2025-10-29 11:41:08,2025-10-29 21:15:42,AGT0031,William Nguyen,AML Operations,Closed,60,United Kingdom
CASE-105759,AML Review,Medium,2026-05-15,2026-05-15 07:44:17,2026-05-16 16:01:11,AGT0034,Amy White,AML Operations,Closed,60,India
CASE-105760,KYC Review,Medium,2026-05-17,2026-05-17 06:05:09,2026-05-17 21:20:03,AGT0009,Jessica Sanchez,KYC Operations,Closed,50,Canada
CASE-105761,Fraud Alert,Medium,2025-11-28,2025-11-28 05:22:55,2025-11-29 02:37:34,AGT0058,Jonathan Ward,Fraud Operations,Closed,40,Singapore
CASE-105762,AML Review,High,2025-11-19,2025-11-19 13:46:00,2025-11-21 03:35:08,AGT0097,Maria Green,AML Operations,Closed,90,United Arab Emirates
CASE-105763,AML Review,Medium,2025-08-29,2025-08-29 14:28:07,2025-08-30 06:45:09,AGT0010,Brandon Evans,AML Operations,Closed,60,United Kingdom
CASE-105764,AML Review,Medium,2025-11-12,2025-11-12 10:10:44,2025-11-12 19:19:02,AGT0034,Amy White,AML Operations,Closed,60,Japan
CASE-105765,AML Review,Medium,2026-05-14,2026-05-14 05:54:05,2026-05-14 20:48:45,AGT0100,Samantha Ramirez,AML Operations,Closed,60,Australia
CASE-105766,Fraud Alert,Medium,2025-09-18,2025-09-18 03:47:22,2025-09-20 02:19:12,AGT0056,Joshua Price,Fraud Operations,Closed,40,United States
CASE-105767,Fraud Alert,High,2026-01-14,2026-01-14 17:04:23,2026-01-15 11:36:17,AGT0026,Deborah Long,Fraud Operations,Closed,48,South Africa
CASE-105768,Fraud Alert,High,2025-10-07,2025-10-08 02:17:10,2025-10-08 14:07:12,AGT0071,James Martin,Fraud Operations,Closed,48,United States
CASE-105769,KYC Review,High,2026-01-28,2026-01-28 17:11:41,2026-01-29 22:03:06,AGT0057,Ryan Davis,KYC Operations,Closed,75,Canada
CASE-105770,KYC Review,High,2026-02-02,2026-02-02 20:21:11,,AGT0042,Lisa Watson,KYC Operations,Open,75,United States
CASE-105771,AML Review,Medium,2026-03-08,2026-03-08 09:38:20,2026-03-08 20:45:49,AGT0007,Mary Thompson,AML Operations,Closed,60,Canada
CASE-105772,Fraud Alert,Low,2025-10-06,2025-10-06 10:17:09,2025-10-06 22:18:30,AGT0002,Dorothy Clark,Fraud Operations,Closed,30,United States
CASE-105773,Fraud Alert,Medium,2025-10-28,2025-10-28 13:03:03,,AGT0047,Kathleen Myers,Fraud Operations,Pending,40,Germany
CASE-105774,AML Review,Low,2025-12-11,2025-12-11 16:43:10,2025-12-11 22:50:00,AGT0070,Christopher Lee,AML Operations,Closed,40,Canada
CASE-105775,AML Review,Low,2025-07-25,2025-07-26 01:01:18,2025-07-26 10:43:59,AGT0076,Ahmed Rogers,AML Operations,Closed,40,United States
CASE-105776,Fraud Alert,Medium,2025-08-24,2025-08-24 14:04:56,2025-08-25 02:19:01,AGT0020,Donna Williams,Fraud Operations,Closed,40,United States
CASE-105777,AML Review,High,2026-04-18,2026-04-18 10:36:29,,AGT0013,Sharon Richardson,AML Operations,Pending,90,United States
CASE-105778,Fraud Alert,Medium,2025-09-18,2025-09-18 15:01:40,2025-09-19 01:34:44,AGT0041,Andrew Kelly,Fraud Operations,Closed,40,United Kingdom
CASE-105779,AML Review,High,2025-12-14,2025-12-14 11:23:30,2025-12-16 14:56:41,AGT0094,Mark Murphy,AML Operations,Closed,90,United States
CASE-105780,Fraud Alert,Low,2025-07-31,2025-07-31 17:58:26,2025-07-31 23:26:28,AGT0029,Mei Thomas,Fraud Operations,Closed,30,United States
CASE-105781,KYC Review,High,2026-04-21,2026-04-21 03:21:33,2026-04-23 11:10:38,AGT0072,Diego Anderson,KYC Operations,Closed,75,Germany
CASE-105782,AML Review,High,2026-01-18,2026-01-18 13:45:39,2026-01-21 10:55:26,AGT0088,Pamela Moore,AML Operations,Closed,90,Australia
CASE-105783,KYC Review,Medium,2026-03-11,2026-03-11 07:54:18,2026-03-11 20:00:58,AGT0096,Emily Jimenez,KYC Operations,Closed,50,United Arab Emirates
CASE-105784,AML Review,Medium,2025-12-12,2025-12-12 18:44:21,,AGT0091,Wei Collins,AML Operations,Pending,60,India
CASE-105785,Fraud Alert,Medium,2025-12-09,2025-12-09 07:22:15,2025-12-09 23:44:49,AGT0022,Nancy Patel,Fraud Operations,Closed,40,Japan
CASE-105786,Fraud Alert,Medium,2026-03-05,2026-03-05 06:16:15,2026-03-05 13:04:59,AGT0086,Robert Bailey,Fraud Operations,Closed,40,India
CASE-105787,AML Review,High,2025-11-21,2025-11-22 01:21:05,2025-11-23 19:48:38,AGT0073,Laura Miller,AML Operations,Closed,90,United Arab Emirates
CASE-105788,KYC Review,Medium,2025-11-13,2025-11-13 20:45:46,2025-11-16 04:01:39,AGT0030,Kimberly Torres,KYC Operations,Closed,50,India
CASE-105789,KYC Review,High,2025-10-06,2025-10-06 04:46:25,2025-10-07 13:30:04,AGT0093,Sarah Gomez,KYC Operations,Closed,75,United States
CASE-105790,Fraud Alert,Low,2026-01-29,2026-01-29 19:19:23,,AGT0026,Deborah Long,Fraud Operations,Open,30,Mexico
CASE-105791,KYC Review,Medium,2025-09-12,2025-09-12 10:59:45,,AGT0048,Jacob Hughes,KYC Operations,Pending,50,Mexico
CASE-105792,AML Review,Low,2026-04-14,2026-04-14 14:19:19,2026-04-14 23:37:09,AGT0076,Ahmed Rogers,AML Operations,Closed,40,Japan
CASE-105793,AML Review,Low,2025-08-03,2025-08-03 02:55:04,2025-08-03 16:45:22,AGT0019,Scott Walker,AML Operations,Closed,40,United Kingdom
CASE-105794,KYC Review,High,2025-09-16,2025-09-16 16:58:30,,AGT0069,Olga Brooks,KYC Operations,Pending,75,Germany
CASE-105795,AML Review,High,2025-11-30,2025-11-30 08:53:40,2025-12-01 13:37:54,AGT0079,Raj Campbell,AML Operations,Closed,90,United Arab Emirates
CASE-105796,AML Review,Low,2026-07-01,2026-07-02 01:03:59,2026-07-02 03:42:14,AGT0031,William Nguyen,AML Operations,Closed,40,United Kingdom
CASE-105797,KYC Review,High,2026-05-14,2026-05-14 23:35:31,2026-05-17 06:21:38,AGT0009,Jessica Sanchez,KYC Operations,Closed,75,Japan
CASE-105798,AML Review,High,2026-06-10,2026-06-10 19:42:23,2026-06-12 21:00:55,AGT0100,Samantha Ramirez,AML Operations,Closed,90,United Kingdom
CASE-105799,KYC Review,Medium,2025-07-25,2025-07-25 05:57:02,,AGT0077,Betty Mendoza,KYC Operations,Pending,50,United States
CASE-105800,Fraud Alert,High,2026-01-07,2026-01-07 21:46:44,,AGT0099,Joseph Reed,Fraud Operations,Pending,48,India
CASE-105801,Fraud Alert,Low,2026-01-14,2026-01-14 01:32:53,2026-01-14 07:56:08,AGT0029,Mei Thomas,Fraud Operations,Closed,30,Japan
CASE-105802,Fraud Alert,Low,2025-10-27,2025-10-27 06:02:20,2025-10-27 13:31:28,AGT0023,Steven Johnson,Fraud Operations,Closed,30,United States
CASE-105803,KYC Review,High,2026-02-26,2026-02-26 09:31:31,2026-02-27 11:30:18,AGT0072,Diego Anderson,KYC Operations,Closed,75,Canada
CASE-105804,AML Review,High,2025-12-10,2025-12-11 00:12:37,2025-12-11 23:06:16,AGT0043,Michelle Taylor,AML Operations,Closed,90,Singapore
CASE-105805,Fraud Alert,High,2026-02-14,2026-02-15 00:13:24,,AGT0047,Kathleen Myers,Fraud Operations,Open,48,United Kingdom
CASE-105806,AML Review,High,2026-01-22,2026-01-22 03:31:38,2026-01-22 23:01:07,AGT0094,Mark Murphy,AML Operations,Closed,90,Canada
CASE-105807,AML Review,Medium,2026-06-08,2026-06-08 10:10:31,2026-06-09 01:23:37,AGT0001,Kevin Edwards,AML Operations,Closed,60,United Kingdom
CASE-105808,KYC Review,High,2026-01-06,2026-01-06 02:56:30,,AGT0099,Joseph Reed,KYC Operations,Open,75,United States
CASE-105809,KYC Review,Medium,2026-01-22,2026-01-22 18:18:57,2026-01-23 10:55:42,AGT0024,Aisha Turner,KYC Operations,Closed,50,India
CASE-105810,AML Review,Medium,2026-04-22,2026-04-22 13:53:12,2026-04-23 03:47:30,AGT0064,Angela Allen,AML Operations,Closed,60,India
CASE-105811,AML Review,Low,2026-03-01,2026-03-02 02:36:21,2026-03-02 12:16:43,AGT0043,Michelle Taylor,AML Operations,Closed,40,Philippines
CASE-105812,Fraud Alert,High,2025-09-01,2025-09-01 05:25:56,2025-09-02 00:25:50,AGT0017,Edward Cooper,Fraud Operations,Closed,48,Ireland
CASE-105813,KYC Review,Medium,2025-10-02,2025-10-02 14:20:55,2025-10-03 08:02:59,AGT0087,Jason Young,KYC Operations,Closed,50,Canada
CASE-105814,AML Review,Medium,2025-08-15,2025-08-15 07:36:54,2025-08-15 21:56:50,AGT0001,Kevin Edwards,AML Operations,Closed,60,United States
CASE-105815,AML Review,Medium,2026-04-23,2026-04-23 03:34:13,2026-04-24 01:05:26,AGT0007,Mary Thompson,AML Operations,Closed,60,South Africa
CASE-105816,AML Review,High,2026-04-30,2026-04-30 17:37:34,2026-05-05 10:42:55,AGT0082,Sandra Diaz,AML Operations,Closed,90,United States
CASE-105817,AML Review,Low,2025-11-14,2025-11-14 07:52:04,2025-11-14 11:03:36,AGT0046,Eric Hernandez,AML Operations,Closed,40,India
CASE-105818,AML Review,Medium,2025-09-11,2025-09-11 01:59:29,2025-09-12 06:20:35,AGT0028,Anthony Gray,AML Operations,Closed,60,United Kingdom
CASE-105819,KYC Review,Low,2026-05-20,2026-05-20 18:57:28,2026-05-22 01:41:42,AGT0090,Helen Jackson,KYC Operations,Closed,32,United States
CASE-105820,AML Review,Low,2025-12-14,2025-12-15 03:34:39,2025-12-15 07:50:47,AGT0085,Omar Morgan,AML Operations,Closed,40,United States
CASE-105821,KYC Review,High,2026-03-11,2026-03-11 09:32:30,2026-03-14 19:28:53,AGT0051,Chloe Adams,KYC Operations,Closed,75,United Kingdom
CASE-105822,KYC Review,Low,2025-11-22,2025-11-23 01:44:58,2025-11-23 08:11:39,AGT0084,Fatima Ruiz,KYC Operations,Closed,32,Philippines
CASE-105823,AML Review,Low,2025-11-29,2025-11-30 01:03:36,2025-11-30 05:32:59,AGT0037,Noah Flores,AML Operations,Closed,40,United Kingdom
CASE-105824,AML Review,Medium,2026-06-11,2026-06-11 13:51:23,,AGT0097,Maria Green,AML Operations,Pending,60,United Arab Emirates
CASE-105825,Fraud Alert,Medium,2026-07-11,2026-07-11 18:05:51,,AGT0074,Carlos Lopez,Fraud Operations,Open,40,Australia
CASE-105826,Fraud Alert,Medium,2026-06-25,2026-06-25 07:11:14,2026-06-25 13:34:25,AGT0011,Brenda Bennett,Fraud Operations,Closed,40,United States
CASE-105827,Fraud Alert,Medium,2026-03-31,2026-03-31 10:43:09,2026-03-31 19:49:36,AGT0069,Olga Brooks,Fraud Operations,Closed,40,United States
CASE-105828,Fraud Alert,Low,2026-01-09,2026-01-09 11:07:35,,AGT0038,Timothy Peterson,Fraud Operations,Open,30,Australia
CASE-105829,AML Review,Medium,2026-05-18,2026-05-18 10:38:39,2026-05-20 09:32:13,AGT0079,Raj Campbell,AML Operations,Closed,60,United States
CASE-105830,Fraud Alert,Medium,2025-12-13,2025-12-13 00:19:42,,AGT0054,Stephanie Ramos,Fraud Operations,Pending,40,France
